PersonId,FirstName,LastName,DOB,Address1,City,State,Zip,Email,GuardianEmail,Address1_normalized,City_normalized,Email_normalized,GuardianEmail_normalized,AddressKey,DOBtest,Age,GroupID
3031,Owen,Jones,2011-08-18,8809 Ridge Street,Greenville,CA,51824,,quinn.martinez@test.org,8809 Ridge Street,GREENVILLE,,quinn.martinez@test.org,8809 Ridge StreetGREENVILLECA51824,2011-08-18,14.067077344284737,G-3030
3032,Leo,Johnson,1992-08-21,1915 Sunset St.,Fairview,TX,4340,leo.johnson@mail.com,,1915 Sunset Street,FAIRVIEW,leo.johnson@mail.com,,1915 Sunset StreetFAIRVIEWTX4340,1992-08-21,33.05681040383299,G-3032
3033,Leo,Johnson,2011-10-20,1915 Sunset Street,Fairview,TX,4340,,leo.johnson@demo.net,1915 Sunset Street,FAIRVIEW,,leo.johnson@demo.net,1915 Sunset StreetFAIRVIEWTX4340,2011-10-20,13.894592744695414,G-3032
3034,Liam,Johnson,1975-11-10,4359 Main Street,Milton,NH,68619,liam.johnson@family.net,,4359 Main Street,MILTON,liam.johnson@family.net,,4359 Main StreetMILTONNH68619,1975-11-10,49.83709787816564,G-3034
3035,Emma,Johnson,1987-11-01, 4359 Main Street ,Milton,NH,68619,emma.johnson@test.org,,4359 Main Street,MILTON,emma.johnson@test.org,,4359 Main StreetMILTONNH68619,1987-11-01,37.86173853524983,G-3034
3036,Morgan,Jones,1987-08-07,2827 Pine Street,Madison,NC,95659,morgan.jones@mail.com,,2827 Pine Street,MADISON,morgan.jones@mail.com,,2827 Pine StreetMADISONNC95659,1987-08-07,38.09719370294319,G-3036
3037,Henry,Lewis,1984-09-23,1151 Cedar Street,Dayton,NC,57406,,,1151 Cedar Street,DAYTON,,,1151 Cedar StreetDAYTONNC57406,1984-09-23,40.96646132785763,G-3037
3038,Jack,Lewis,1991-09-14,1151 Cedar St,Dayton,NC,57406,jack.lewis@family.net,,1151 Cedar Street,DAYTON,jack.lewis@family.net,,1151 Cedar StreetDAYTONNC57406,1991-09-14,33.99315537303217,G-3037
3039,Jack,Brown,1976-11-06,5593 Main St.,Milton,OR,98016,jack.brown@example.com,,5593 Main Street,MILTON,jack.brown@example.com,,5593 Main StreetMILTONOR98016,1976-11-06,48.84599589322382,G-3039
3040,Morgan,Rodriguez,1989-08-12,5593 Main St.,Milton,OR,98016,morgan.rodriguez@test.org,,5593 Main Street,MILTON,morgan.rodriguez@test.org,,5593 Main StreetMILTONOR98016,1989-08-12,36.082135523613964,G-3039
3041,Mia,Thomas,1980-07-13,1614 Lake St,Clinton,NC,20002,mia.thomas@example.com,,1614 Lake Street,CLINTON,mia.thomas@example.com,,1614 Lake StreetCLINTONNC20002,1980-07-13,45.163586584531146,G-3041
3042,Grace,Wilson,1997-09-21,1614 Lake St,Clinton,NC,20002,grace.wilson@mail.com,,1614 Lake Street,CLINTON,grace.wilson@mail.com,,1614 Lake StreetCLINTONNC20002,1997-09-21,27.972621492128678,G-3041
3043,Mia,Harris,1995-08-27, 4987 Maple Street ,Ashland,VA,26289,mia.harris@test.org,,4987 Maple Street,ASHLAND,mia.harris@test.org,,4987 Maple StreetASHLANDVA26289,1995-08-27,30.04243668720055,G-3043
3044,Leo,Harris,1999-09-02,4987 Maple Street,Ashland,VA,26289,leo.harris@demo.net,,4987 Maple Street,ASHLAND,leo.harris@demo.net,,4987 Maple StreetASHLANDVA26289,1999-09-02,26.026009582477755,G-3043
3045,Olivia,Harris,2014-10-07,4987 Maple Street,Ashland,VA,26289,olivia.harris@example.com,mia.harris+kids@family.net,4987 Maple Street,ASHLAND,olivia.harris@example.com,mia.harris@family.net,4987 Maple StreetASHLANDVA26289,2014-10-07,10.929500342231348,G-3043
3046,Emma,Miller,1996-09-09,7063 Pine St,Milton,TX,15064,emma.miller@demo.net,,7063 Pine Street,MILTON,emma.miller@demo.net,,7063 Pine StreetMILTONTX15064,1996-09-09,29.00479123887748,G-3046
3047,Parker,Young,2016-08-07,7063 Pine St,Milton,TX,15064,,emma.young@test.org,7063 Pine Street,MILTON,,emma.young@test.org,7063 Pine StreetMILTONTX15064,2016-08-07,9.095140314852841,G-3046
3048,Casey,Garcia,1979-09-26,1165 Main St,Franklin,NC,76276,casey.garcia@family.net,,1165 Main Street,FRANKLIN,casey.garcia@family.net,,1165 Main StreetFRANKLINNC76276,1979-09-26,45.960301163586585,G-3048
3049,Jordan,Harris,1980-08-19, 3467 Sunset Street ,Arlington,PA,78573,jordan.harris@demo.net,,3467 Sunset Street,ARLINGTON,jordan.harris@demo.net,,3467 Sunset StreetARLINGTONPA78573,1980-08-19,45.06228610540725,G-3049
3050,Alex,Harris,2010-08-19, 3467 Sunset Street ,Arlington,PA,78573,,jordan.harris+kids@mail.com,3467 Sunset Street,ARLINGTON,,jordan.harris@mail.com,3467 Sunset StreetARLINGTONPA78573,2010-08-19,15.063655030800822,G-3049
3051,Owen,Harris,1987-08-28,3467 Sunset Street,Arlington,PA,78573,,,3467 Sunset Street,ARLINGTON,,,3467 Sunset StreetARLINGTONPA78573,1987-08-28,38.039698836413415,G-3049
3052,Morgan,Lee,2005-07-14,4513 Cedar St,Clinton,AL,63179,morgan.lee@example.com,,4513 Cedar Street,CLINTON,morgan.lee@example.com,,4513 Cedar StreetCLINTONAL63179,2005-07-14,20.161533196440793,G-3052
3053,Wyatt,Rodriguez,1987-11-01,2077 Valley St.,Madison,MA,51051,,,2077 Valley Street,MADISON,,,2077 Valley StreetMADISONMA51051,1987-11-01,37.86173853524983,G-3053
3054,Logan,Rodriguez,2005-11-01,2077 Valley Street,Madison,MA,51051,logan.rodriguez@example.com,,2077 Valley Street,MADISON,logan.rodriguez@example.com,,2077 Valley StreetMADISONMA51051,2005-11-01,19.860369609856264,G-3053
3055,Morgan,Rodriguez,1998-08-30,2077 Valley Street,Madison,MA,51051,morgan.rodriguez@example.com,,2077 Valley Street,MADISON,morgan.rodriguez@example.com,,2077 Valley StreetMADISONMA51051,1998-08-30,27.033538672142367,G-3053
3056,Jordan,Jones,1986-09-05,4524 Main Street,Franklin,NY,16403,jordan.jones@demo.net,,4524 Main Street,FRANKLIN,jordan.jones@demo.net,,4524 Main StreetFRANKLINNY16403,1986-09-05,39.017111567419576,G-3056
3057,Emma,Brown,2009-11-10,4524 Main Street,Franklin,NY,16403,,,4524 Main Street,FRANKLIN,,,4524 Main StreetFRANKLINNY16403,2009-11-10,15.835728952772074,G-3056
3058,Noah,Wilson,1998-10-16,110 Sunset St,Arlington,OH,37203,noah.wilson@test.org,,110 Sunset Street,ARLINGTON,noah.wilson@test.org,,110 Sunset StreetARLINGTONOH37203,1998-10-16,26.90485968514716,G-3058
3059,Ethan,Walker,2004-09-18,110 Sunset St.,Arlington,OH,37203,ethan.walker@example.com,,110 Sunset Street,ARLINGTON,ethan.walker@example.com,,110 Sunset StreetARLINGTONOH37203,2004-09-18,20.980150581793293,G-3058
3060,Jordan,Wilson,1994-08-15,110 Sunset St.,Arlington,OH,37203,jordan.wilson@mail.com,,110 Sunset Street,ARLINGTON,jordan.wilson@mail.com,,110 Sunset StreetARLINGTONOH37203,1994-08-15,31.07460643394935,G-3058
3061,Henry,Moore,1998-09-23,8491 Maple Street,Greenville,FL,74818,,,8491 Maple Street,GREENVILLE,,,8491 Maple StreetGREENVILLEFL74818,1998-09-23,26.967830253251197,G-3061
3062,Jordan,Thomas,1996-08-03,626 Elm St.,Franklin,TN,16941,jordan.thomas@test.org,,626 Elm Street,FRANKLIN,jordan.thomas@test.org,,626 Elm StreetFRANKLINTN16941,1996-08-03,29.10609171800137,G-3062
3063,Leo,Thomas,1993-11-07, 626 Elm Street ,Franklin,TN,16941,leo.thomas@family.net,,626 Elm Street,FRANKLIN,leo.thomas@family.net,,626 Elm StreetFRANKLINTN16941,1993-11-07,31.84394250513347,G-3062
3064,Mason,Jones,1975-07-29, 3920 Sunset Street ,Greenville,CA,39214,mason.jones@demo.net,,3920 Sunset Street,GREENVILLE,mason.jones@demo.net,,3920 Sunset StreetGREENVILLECA39214,1975-07-29,50.12183436002738,G-3064
3065,Jack,Jones,1996-08-20,3920 Sunset Street,Greenville,CA,39214,jack.jones@family.net,,3920 Sunset Street,GREENVILLE,jack.jones@family.net,,3920 Sunset StreetGREENVILLECA39214,1996-08-20,29.059548254620122,G-3064
3066,Ella,Jones,1998-10-22,3920 Sunset Street,Greenville,CA,39214,ella.jones@test.org,,3920 Sunset Street,GREENVILLE,ella.jones@test.org,,3920 Sunset StreetGREENVILLECA39214,1998-10-22,26.888432580424368,G-3064
3067,Ella,Martinez,1999-08-03,366 Elm Street,Milton,IL,9690,,,366 Elm Street,MILTON,,,366 Elm StreetMILTONIL9690,1999-08-03,26.10814510609172,G-3067
3068,Taylor,Martinez,2012-09-28,366 Elm Street,Milton,IL,9690,taylor.martinez@family.net,ella.martinez+kids@family.net,366 Elm Street,MILTON,taylor.martinez@family.net,ella.martinez@family.net,366 Elm StreetMILTONIL9690,2012-09-28,12.952772073921972,G-3067
3069,Henry,Jones,1993-10-18, 2210 Sunset Street ,Greenville,IL,84724,henry.jones@demo.net,,2210 Sunset Street,GREENVILLE,henry.jones@demo.net,,2210 Sunset StreetGREENVILLEIL84724,1993-10-18,31.89869952087611,G-3069
3070,Mia,Jones,2007-08-17,2210 Sunset St,Greenville,IL,84724,mia.jones@demo.net,,2210 Sunset Street,GREENVILLE,mia.jones@demo.net,,2210 Sunset StreetGREENVILLEIL84724,2007-08-17,18.069815195071868,G-3069
3071,Alex,Thomas,1975-10-31,9860 Lake Street,Madison,MA,11936,alex.thomas@family.net,,9860 Lake Street,MADISON,alex.thomas@family.net,,9860 Lake StreetMADISONMA11936,1975-10-31,49.86447638603696,G-3071
3072,Morgan,Thomas,1988-08-09, 9860 Lake Street ,Madison,MA,11936,morgan.thomas@test.org,,9860 Lake Street,MADISON,morgan.thomas@test.org,,9860 Lake StreetMADISONMA11936,1988-08-09,37.08966461327858,G-3071
3073,Lucas,Thomas,2002-08-14,9860 Lake St.,Madison,MA,11936,lucas.thomas@mail.com,,9860 Lake Street,MADISON,lucas.thomas@mail.com,,9860 Lake StreetMADISONMA11936,2002-08-14,23.077344284736483,G-3071
3074,Avery,Thomas,1971-11-09,2563 Ridge St,Arlington,GA,46202,avery.thomas@demo.net,,2563 Ridge Street,ARLINGTON,avery.thomas@demo.net,,2563 Ridge StreetARLINGTONGA46202,1971-11-09,53.83983572895277,G-3074
3075,Ethan,Thomas,2018-09-14,2563 Ridge St,Arlington,GA,46202,ethan.thomas@mail.com,avery.thomas+kids@mail.com,2563 Ridge Street,ARLINGTON,ethan.thomas@mail.com,avery.thomas@mail.com,2563 Ridge StreetARLINGTONGA46202,2018-09-14,6.992470910335387,G-3074
3076,Liam,Thomas,2004-09-11,2563 Ridge St.,Arlington,GA,46202,liam.thomas@example.com,,2563 Ridge Street,ARLINGTON,liam.thomas@example.com,,2563 Ridge StreetARLINGTONGA46202,2004-09-11,20.999315537303218,G-3074
3077,Grace,Smith,1987-08-15,3953 Lake Street,Clinton,IL,83358,,,3953 Lake Street,CLINTON,,,3953 Lake StreetCLINTONIL83358,1987-08-15,38.07529089664613,G-3077
3078,Lucas,Smith,2012-10-07,3953 Lake Street,Clinton,IL,83358,,grace.smith+kids@mail.com,3953 Lake Street,CLINTON,,grace.smith@mail.com,3953 Lake StreetCLINTONIL83358,2012-10-07,12.928131416837783,G-3077
3079,Jack,Smith,1996-10-16,3953 Lake St,Clinton,IL,83358,jack.smith@family.net,,3953 Lake Street,CLINTON,jack.smith@family.net,,3953 Lake StreetCLINTONIL83358,1996-10-16,28.903490759753595,G-3077
3080,Alex,Lewis,1980-10-26,5707 Maple St,Greenville,CA,49561,alex.lewis@family.net,,5707 Maple Street,GREENVILLE,alex.lewis@family.net,,5707 Maple StreetGREENVILLECA49561,1980-10-26,44.876112251882276,G-3080
3081,Owen,Lewis,1993-07-27,5707 Maple St,Greenville,CA,49561,owen.lewis@demo.net,,5707 Maple Street,GREENVILLE,owen.lewis@demo.net,,5707 Maple StreetGREENVILLECA49561,1993-07-27,32.12594113620808,G-3080
